/Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/center_2023_06_27_00_12_30_246.jpg, /Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/left_2023_06_27_00_12_30_246.jpg, /Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/right_2023_06_27_00_12_30_246.jpg, 0, 0, 0, 7.989979E-05
/Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/center_2023_06_27_00_12_30_341.jpg, /Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/left_2023_06_27_00_12_30_341.jpg, /Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/right_2023_06_27_00_12_30_341.jpg, 0, 0, 0, 7.928215E-05
/Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/center_2023_06_27_00_12_30_455.jpg, /Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/left_2023_06_27_00_12_30_455.jpg, /Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/right_2023_06_27_00_12_30_455.jpg, 0, 0, 0, 7.899871E-05
/Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/center_2023_06_27_00_12_30_572.jpg, /Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/left_2023_06_27_00_12_30_572.jpg, /Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/right_2023_06_27_00_12_30_572.jpg, 0, 0, 0, 7.88344E-05
/Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/center_2023_06_27_00_12_30_687.jpg, /Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/left_2023_06_27_00_12_30_687.jpg, /Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/right_2023_06_27_00_12_30_687.jpg, 0, 0, 0, 7.983436E-05
/Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/center_2023_06_27_00_12_30_795.jpg, /Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/left_2023_06_27_00_12_30_795.jpg, /Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/right_2023_06_27_00_12_30_795.jpg, 0, 0, 0, 7.894122E-05
/Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/center_2023_06_27_00_12_30_912.jpg, /Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/left_2023_06_27_00_12_30_912.jpg, /Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/right_2023_06_27_00_12_30_912.jpg, 0, 0, 0, 7.819179E-05
/Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/center_2023_06_27_00_12_31_021.jpg, /Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/left_2023_06_27_00_12_31_021.jpg, /Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/right_2023_06_27_00_12_31_021.jpg, 0, 0, 0, 7.824242E-05
/Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/center_2023_06_27_00_12_31_146.jpg, /Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/left_2023_06_27_00_12_31_146.jpg, /Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/right_2023_06_27_00_12_31_146.jpg, 0, 0, 0, 7.819882E-05
/Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/center_2023_06_27_00_12_31_251.jpg, /Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/left_2023_06_27_00_12_31_251.jpg, /Users/hectorsalvadormontanezalvarez/Desktop/Training /IMG/right_2023_06_27_00_12_31_251.jpg, 0, 0, 0, 8.068592E-05
